school,year,conference_name,lineage_conference_name
Indianapolis,2012,Independent,Independent
Iowa,2012,Big Ten,Big Ten
Iowa State,2012,Big 12,Big 12
Jackson State,2012,SWAC,SWAC
Jacksonville,2012,Pioneer,Pioneer
Jacksonville State,2012,OVC,OVC
James Madison,2012,CAA,CAA
Kansas,2012,Big 12,Big 12
Kansas State,2012,Big 12,Big 12
Kent State,2012,Mid-American,Mid-American
Kentucky,2012,SEC,SEC
LSU,2012,SEC,SEC
Lafayette,2012,Patriot,Patriot
Lamar,2012,Southland,Southland
Langston University,2012,Independent,Independent
Lehigh,2012,Patriot,Patriot
Lenoir-Rhyne,2012,Independent,Independent
Liberty,2012,Big South,Big South
Lincoln (PA),2012,Independent,Independent
Lock Haven University,2012,Independent,Independent
Louisiana,2012,Sun Belt,Sun Belt
Louisiana Tech,2012,Western Athletic,Western Athletic
Louisville,2012,Big East,Big East
Maine,2012,CAA,CAA
Marist,2012,Pioneer,Pioneer
Mars Hill,2012,Independent,Independent
Marshall,2012,Conference USA,Conference USA
Maryland,2012,ACC,ACC
Massachusetts,2012,Mid-American,Mid-American
McMurry,2012,Independent,Independent
McNeese,2012,Southland,Southland
Memphis,2012,Conference USA,Conference USA
Miami,2012,ACC,ACC
Miami (OH),2012,Mid-American,Mid-American
Michigan,2012,Big Ten,Big Ten
Michigan State,2012,Big Ten,Big Ten
Middle Tennessee,2012,Sun Belt,Sun Belt
Minnesota,2012,Big Ten,Big Ten
Mississippi State,2012,SEC,SEC
Mississippi Valley State,2012,SWAC,SWAC
Missouri,2012,SEC,SEC
Missouri State,2012,MVFC,MVFC
Monmouth,2012,NEC,NEC
Montana,2012,Big Sky,Big Sky
Montana State,2012,Big Sky,Big Sky
Morehead State,2012,Pioneer,Pioneer
Morehouse College,2012,Independent,Independent
Morgan State,2012,MEAC,MEAC
Murray State,2012,OVC,OVC
NC State,2012,ACC,ACC
Navy,2012,Independent,Independent
Nebraska,2012,Big Ten,Big Ten
Nevada,2012,Mountain West,Mountain West
New Hampshire,2012,CAA,CAA
New Mexico,2012,Mountain West,Mountain West
New Mexico State,2012,Western Athletic,Western Athletic
Nicholls,2012,Southland,Southland
Norfolk State,2012,MEAC,MEAC
North Carolina,2012,ACC,ACC
North Carolina A&T,2012,MEAC,MEAC
North Carolina Central,2012,MEAC,MEAC
North Dakota,2012,Big Sky,Big Sky
North Dakota State,2012,MVFC,MVFC
North Greenville,2012,Independent,Independent
North Texas,2012,Sun Belt,Sun Belt
Northern Arizona,2012,Big Sky,Big Sky
Northern Colorado,2012,Big Sky,Big Sky
Northern Illinois,2012,Mid-American,Mid-American
Northern Iowa,2012,MVFC,MVFC
Northwestern,2012,Big Ten,Big Ten
Northwestern Oklahoma State,2012,Independent,Independent
Northwestern State,2012,Southland,Southland
Notre Dame,2012,Independent,Independent
Ohio,2012,Mid-American,Mid-American
Ohio State,2012,Big Ten,Big Ten
Oklahoma,2012,Big 12,Big 12
Oklahoma State,2012,Big 12,Big 12
Old Dominion,2012,CAA,CAA
Ole Miss,2012,SEC,SEC
Oregon,2012,Pac-12,Pac-12
Oregon State,2012,Pac-12,Pac-12
Penn State,2012,Big Ten,Big Ten
Pennsylvania,2012,Ivy,Ivy
Pittsburgh,2012,Big East,Big East
Portland State,2012,Big Sky,Big Sky
Prairie View A&M,2012,SWAC,SWAC
Presbyterian,2012,Big South,Big South
Princeton,2012,Ivy,Ivy
Purdue,2012,Big Ten,Big Ten
Quincy,2012,Independent,Independent
Rhode Island,2012,CAA,CAA
Rice,2012,Conference USA,Conference USA
Richmond,2012,CAA,CAA
Robert Morris,2012,NEC,NEC
Rutgers,2012,Big East,Big East
SE Louisiana,2012,Southland,Southland
SMU,2012,Conference USA,Conference USA
Sacramento State,2012,Big Sky,Big Sky
Sacred Heart,2012,NEC,NEC
Sam Houston,2012,Southland,Southland
Samford,2012,Southern,Southern
San Diego,2012,Pioneer,Pioneer
San Diego State,2012,Mountain West,Mountain West
San José State,2012,Western Athletic,Western Athletic
Savannah St,2012,MEAC,MEAC
Shorter,2012,Independent,Independent
South Alabama,2012,Sun Belt,Sun Belt
South Carolina,2012,SEC,SEC
South Carolina State,2012,MEAC,MEAC
South Dakota,2012,MVFC,MVFC
South Dakota State,2012,MVFC,MVFC
South Florida,2012,Big East,Big East
Southeast Missouri State,2012,OVC,OVC
Southern,2012,SWAC,SWAC
Southern Illinois,2012,MVFC,MVFC
Southern Miss,2012,Conference USA,Conference USA
Southern Utah,2012,Big Sky,Big Sky
Southern Virginia,2012,Independent,Independent
Southwestern Oklahoma State,2012,Independent,Independent
St. Francis (PA),2012,NEC,NEC
St. Joseph's (IN),2012,Independent,Independent
Stanford,2012,Pac-12,Pac-12
Stephen F. Austin,2012,Southland,Southland
Stony Brook,2012,Big South,Big South
Syracuse,2012,Big East,Big East
TCU,2012,Big 12,Big 12
Temple,2012,Big East,Big East
Tennessee,2012,SEC,SEC
Tennessee State,2012,OVC,OVC
Tennessee Tech,2012,OVC,OVC
Texas,2012,Big 12,Big 12
Texas A&M,2012,SEC,SEC
Texas Southern,2012,SWAC,SWAC
Texas State,2012,Western Athletic,Western Athletic
Texas Tech,2012,Big 12,Big 12
The Citadel,2012,Southern,Southern
Toledo,2012,Mid-American,Mid-American
Towson,2012,CAA,CAA
Troy,2012,Sun Belt,Sun Belt
Tulane,2012,Conference USA,Conference USA
Tulsa,2012,Conference USA,Conference USA
Tuskegee,2012,Independent,Independent
UAB,2012,Conference USA,Conference USA
UAlbany,2012,NEC,NEC
UC Davis,2012,Big Sky,Big Sky
UCF,2012,Conference USA,Conference USA
UCLA,2012,Pac-12,Pac-12
UConn,2012,Big East,Big East
UL Monroe,2012,Sun Belt,Sun Belt
UNLV,2012,Mountain West,Mountain West
USC,2012,Pac-12,Pac-12
UT Martin,2012,OVC,OVC
UTEP,2012,Conference USA,Conference USA
UTSA,2012,Western Athletic,Western Athletic
UVA Wise,2012,Independent,Independent
Utah,2012,Pac-12,Pac-12
Utah State,2012,Western Athletic,Western Athletic
VMI,2012,Big South,Big South
Valparaiso,2012,Pioneer,Pioneer
Vanderbilt,2012,SEC,SEC
Villanova,2012,CAA,CAA
Virginia,2012,ACC,ACC
Virginia St,2012,Independent,Independent
Virginia Tech,2012,ACC,ACC
Virginia University Of Lynchburg,2012,Independent,Independent
Wagner,2012,NEC,NEC
Wake Forest,2012,ACC,ACC
Washington,2012,Pac-12,Pac-12
Washington State,2012,Pac-12,Pac-12
Weber State,2012,Big Sky,Big Sky
West Alabama,2012,Independent,Independent
West Virginia,2012,Big 12,Big 12
West Virginia State,2012,Independent,Independent
Western Carolina,2012,Southern,Southern
Western Illinois,2012,MVFC,MVFC
Western Kentucky,2012,Sun Belt,Sun Belt
Western Michigan,2012,Mid-American,Mid-American
Western New Mexico,2012,Independent,Independent
William & Mary,2012,CAA,CAA
Wisconsin,2012,Big Ten,Big Ten
Wofford,2012,Southern,Southern
Wyoming,2012,Mountain West,Mountain West
Yale,2012,Ivy,Ivy
Youngstown State,2012,MVFC,MVFC
Abilene Christian,2013,Independent,Independent
Air Force,2013,Mountain West,Mountain West
Akron,2013,Mid-American,Mid-American
Alabama,2013,SEC,SEC
Alabama A&M,2013,SWAC,SWAC
Alabama State,2013,SWAC,SWAC
Alcorn State,2013,SWAC,SWAC
Angelo State,2013,Independent,Independent
App State,2013,Southern,Southern
Arizona,2013,Pac-12,Pac-12
Arizona State,2013,Pac-12,Pac-12
Arkansas,2013,SEC,SEC
Arkansas State,2013,Sun Belt,Sun Belt
Arkansas Tech,2013,Independent,Independent
Arkansas-Pine Bluff,2013,SWAC,SWAC
Army,2013,Independent,Independent
Assumption,2013,Independent,Independent
Auburn,2013,SEC,SEC
Austin Peay,2013,OVC,OVC
BYU,2013,Independent,Independent
Bacone College,2013,Independent,Independent
Ball State,2013,Mid-American,Mid-American
Baylor,2013,Big 12,Big 12
Benedict College,2013,Independent,Independent
Berry College,2013,Independent,Independent
Bethune-Cookman,2013,MEAC,MEAC
Birmingham-Southern,2013,Independent,Independent
Boise State,2013,Mountain West,Mountain West
Boston College,2013,ACC,ACC
Bowling Green,2013,Mid-American,Mid-American
Brevard College,2013,Independent,Independent
Brown,2013,Ivy,Ivy
Bryant,2013,NEC,NEC
Bucknell,2013,Patriot,Patriot
Buffalo,2013,Mid-American,Mid-American
Butler,2013,Pioneer,Pioneer
CSU Pueblo,2013,Independent,Independent
Cal Poly,2013,Big Sky,Big Sky
California,2013,Pac-12,Pac-12
Campbell,2013,Pioneer,Pioneer
Carnegie Mellon,2013,Independent,Independent
Central Arkansas,2013,Southland,Southland
Central Connecticut,2013,NEC,NEC
Central Michigan,2013,Mid-American,Mid-American
Charleston Southern,2013,Big South,Big South
Charlotte,2013,Independent,Independent
Chattanooga,2013,Southern,Southern
Chowan,2013,Independent,Independent
Cincinnati,2013,American Athletic,American Athletic
Clark Atlanta,2013,Independent,Independent
Clemson,2013,ACC,ACC
Coastal Carolina,2013,Big South,Big South
Colgate,2013,Patriot,Patriot
Colorado,2013,Pac-12,Pac-12
Colorado Mesa,2013,Independent,Independent
Colorado State,2013,Mountain West,Mountain West
Columbia,2013,Ivy,Ivy
Concordia (AL),2013,Independent,Independent
Cornell,2013,Ivy,Ivy
Dartmouth,2013,Ivy,Ivy
Davidson,2013,Pioneer,Pioneer
Dayton,2013,Pioneer,Pioneer
Delaware,2013,CAA,CAA
Delaware State,2013,MEAC,MEAC
Delta State,2013,Independent,Independent
Des Moines,2013,Independent,Independent
Drake,2013,Pioneer,Pioneer
Duke,2013,ACC,ACC
Duquesne,2013,NEC,NEC
East Carolina,2013,Conference USA,Conference USA
East Texas A&M,2013,Independent,Independent
Eastern Illinois,2013,OVC,OVC
Eastern Kentucky,2013,OVC,OVC
Eastern Michigan,2013,Mid-American,Mid-American
Eastern New Mexico,2013,Independent,Independent
Eastern Oregon,2013,Independent,Independent
Eastern Washington,2013,Big Sky,Big Sky
Elon,2013,Southern,Southern
Ferris State,2013,Independent,Independent
Florida,2013,SEC,SEC
Florida A&M,2013,MEAC,MEAC
Florida Atlantic,2013,Conference USA,Conference USA
Florida International,2013,Conference USA,Conference USA
Florida State,2013,ACC,ACC
Florida Tech,2013,Independent,Independent
Fordham,2013,Patriot,Patriot
Fort Lewis,2013,Independent,Independent
Fort Valley State,2013,Independent,Independent
Franklin,2013,Independent,Independent
Fresno State,2013,Mountain West,Mountain West
Furman,2013,Southern,Southern
Gardner-Webb,2013,Big South,Big South
Georgetown,2013,Patriot,Patriot
Georgia,2013,SEC,SEC
Georgia Southern,2013,Southern,Southern
Georgia State,2013,Sun Belt,Sun Belt
Georgia Tech,2013,ACC,ACC
Glenville State,2013,Independent,Independent
Grambling,2013,SWAC,SWAC
Hampton,2013,MEAC,MEAC
Harvard,2013,Ivy,Ivy
Hawai'i,2013,Mountain West,Mountain West
Holy Cross,2013,Patriot,Patriot
Houston,2013,American Athletic,American Athletic
Houston Christian,2013,Independent,Independent
Howard,2013,MEAC,MEAC
Humboldt State,2013,Independent,Independent
Idaho,2013,Independent,Independent
Idaho State,2013,Big Sky,Big Sky
Illinois,2013,Big Ten,Big Ten
Illinois State,2013,MVFC,MVFC
Incarnate Word,2013,Independent,Independent
Indiana,2013,Big Ten,Big Ten
Indiana State,2013,MVFC,MVFC
Indianapolis,2013,Independent,Independent
Iowa,2013,Big Ten,Big Ten
Iowa State,2013,Big 12,Big 12
Jackson State,2013,SWAC,SWAC
Jacksonville,2013,Pioneer,Pioneer
Jacksonville State,2013,OVC,OVC
James Madison,2013,CAA,CAA
Johnson C Smith,2013,Independent,Independent
Kansas,2013,Big 12,Big 12
Kansas State,2013,Big 12,Big 12
Kent State,2013,Mid-American,Mid-American
Kentucky,2013,SEC,SEC
Kentucky Wesleyan,2013,Independent,Independent
LSU,2013,SEC,SEC
Lafayette,2013,Patriot,Patriot
Lamar,2013,Southland,Southland
Langston University,2013,Independent,Independent
Lehigh,2013,Patriot,Patriot
Lenoir-Rhyne,2013,Independent,Independent
Liberty,2013,Big South,Big South
Lincoln (MO),2013,Independent,Independent
Lincoln (PA),2013,Independent,Independent
Louisiana,2013,Sun Belt,Sun Belt
Louisiana Tech,2013,Conference USA,Conference USA
Louisville,2013,American Athletic,American Athletic
Maine,2013,CAA,CAA
Marist,2013,Pioneer,Pioneer
Mars Hill,2013,Independent,Independent
Marshall,2013,Conference USA,Conference USA
Maryland,2013,ACC,ACC
Massachusetts,2013,Mid-American,Mid-American
McMurry,2013,Independent,Independent
McNeese,2013,Southland,Southland
Memphis,2013,American Athletic,American Athletic
Mercer,2013,Pioneer,Pioneer
Merrimack,2013,Independent,Independent
Miami,2013,ACC,ACC
Miami (OH),2013,Mid-American,Mid-American
Michigan,2013,Big Ten,Big Ten
Michigan State,2013,Big Ten,Big Ten
Middle Tennessee,2013,Conference USA,Conference USA
Minnesota,2013,Big Ten,Big Ten
Mississippi State,2013,SEC,SEC
Mississippi Valley State,2013,SWAC,SWAC
Missouri,2013,SEC,SEC
Missouri State,2013,MVFC,MVFC
Monmouth,2013,Independent,Independent
Montana,2013,Big Sky,Big Sky
Montana State,2013,Big Sky,Big Sky
Morehead State,2013,Pioneer,Pioneer
Morehouse College,2013,Independent,Independent
Morgan State,2013,MEAC,MEAC
Murray State,2013,OVC,OVC
NC State,2013,ACC,ACC
Navy,2013,Independent,Independent
Nebraska,2013,Big Ten,Big Ten
Nebraska-Kearney,2013,Independent,Independent
Nevada,2013,Mountain West,Mountain West
New Hampshire,2013,CAA,CAA
New Mexico,2013,Mountain West,Mountain West
New Mexico Highlands,2013,Independent,Independent
New Mexico State,2013,Independent,Independent
Nicholls,2013,Southland,Southland
Norfolk State,2013,MEAC,MEAC
North Carolina,2013,ACC,ACC
North Carolina A&T,2013,MEAC,MEAC
North Carolina Central,2013,MEAC,MEAC
North Dakota,2013,Big Sky,Big Sky
North Dakota State,2013,MVFC,MVFC
North Greenville,2013,Independent,Independent
North Texas,2013,Conference USA,Conference USA
Northern Arizona,2013,Big Sky,Big Sky
Northern Colorado,2013,Big Sky,Big Sky
Northern Illinois,2013,Mid-American,Mid-American
Northern Iowa,2013,MVFC,MVFC
Northwestern,2013,Big Ten,Big Ten
Northwestern State,2013,Southland,Southland
Notre Dame,2013,Independent,Independent
Ohio,2013,Mid-American,Mid-American
Ohio State,2013,Big Ten,Big Ten
Oklahoma,2013,Big 12,Big 12
Oklahoma Baptist,2013,Independent,Independent
Oklahoma Panhandle St,2013,Independent,Independent
Oklahoma State,2013,Big 12,Big 12
Old Dominion,2013,Independent,Independent
Ole Miss,2013,SEC,SEC
Oregon,2013,Pac-12,Pac-12
Oregon State,2013,Pac-12,Pac-12
Penn State,2013,Big Ten,Big Ten
Pennsylvania,2013,Ivy,Ivy
Pikeville,2013,Independent,Independent
Pittsburg St,2013,Independent,Independent
Pittsburgh,2013,ACC,ACC
Point University,2013,Independent,Independent
Portland State,2013,Big Sky,Big Sky
Prairie View A&M,2013,SWAC,SWAC
Presbyterian,2013,Big South,Big South
Princeton,2013,Ivy,Ivy
Purdue,2013,Big Ten,Big Ten
Quincy,2013,Independent,Independent
Reinhardt University,2013,Independent,Independent
Rhode Island,2013,CAA,CAA
Rice,2013,Conference USA,Conference USA
Richmond,2013,CAA,CAA
Robert Morris,2013,NEC,NEC
Rutgers,2013,American Athletic,American Athletic
SE Louisiana,2013,Southland,Southland
SMU,2013,American Athletic,American Athletic
Sacramento State,2013,Big Sky,Big Sky
Sacred Heart,2013,NEC,NEC
Salve Regina,2013,Independent,Independent
Sam Houston,2013,Southland,Southland
Samford,2013,Southern,Southern
San Diego,2013,Pioneer,Pioneer
San Diego State,2013,Mountain West,Mountain West
San José State,2013,Mountain West,Mountain West
Savannah St,2013,MEAC,MEAC
Shorter,2013,Independent,Independent
South Alabama,2013,Sun Belt,Sun Belt
South Carolina,2013,SEC,SEC
South Carolina State,2013,MEAC,MEAC
South Dakota,2013,MVFC,MVFC
South Dakota State,2013,MVFC,MVFC
South Florida,2013,American Athletic,American Athletic
Southeast Missouri State,2013,OVC,OVC
Southern,2013,SWAC,SWAC
Southern Illinois,2013,MVFC,MVFC
Southern Miss,2013,Conference USA,Conference USA
Southern Oregon,2013,Independent,Independent
Southern Utah,2013,Big Sky,Big Sky
St. Augustine's,2013,Independent,Independent
St. Francis (PA),2013,NEC,NEC
St. Joseph's (IN),2013,Independent,Independent
Stanford,2013,Pac-12,Pac-12
Stephen F. Austin,2013,Southland,Southland
Stetson,2013,Pioneer,Pioneer
Stillman,2013,Independent,Independent
Stony Brook,2013,CAA,CAA
Syracuse,2013,ACC,ACC
TCU,2013,Big 12,Big 12
Tarleton State,2013,Independent,Independent
Temple,2013,American Athletic,American Athletic
Tennessee,2013,SEC,SEC
Tennessee State,2013,OVC,OVC
Tennessee Tech,2013,OVC,OVC
Texas,2013,Big 12,Big 12
Texas A&M,2013,SEC,SEC
Texas College,2013,Independent,Independent
Texas Southern,2013,SWAC,SWAC
Texas State,2013,Sun Belt,Sun Belt
Texas Tech,2013,Big 12,Big 12
The Citadel,2013,Southern,Southern
Toledo,2013,Mid-American,Mid-American
Towson,2013,CAA,CAA
Troy,2013,Sun Belt,Sun Belt
Tulane,2013,Conference USA,Conference USA
Tulsa,2013,Conference USA,Conference USA
Tuskegee,2013,Independent,Independent
UAB,2013,Conference USA,Conference USA
UAlbany,2013,CAA,CAA
UC Davis,2013,Big Sky,Big Sky
UCF,2013,American Athletic,American Athletic
UCLA,2013,Pac-12,Pac-12
UConn,2013,American Athletic,American Athletic
UL Monroe,2013,Sun Belt,Sun Belt
UNC Pembroke,2013,Independent,Independent
UNLV,2013,Mountain West,Mountain West
USC,2013,Pac-12,Pac-12
UT Martin,2013,OVC,OVC
UTEP,2013,Conference USA,Conference USA
UTSA,2013,Conference USA,Conference USA
UVA Wise,2013,Independent,Independent
University Of Charleston (WV),2013,Independent,Independent
Utah,2013,Pac-12,Pac-12
Utah State,2013,Mountain West,Mountain West
Utah Tech,2013,Independent,Independent
VMI,2013,Big South,Big South
Valparaiso,2013,Pioneer,Pioneer
Vanderbilt,2013,SEC,SEC
Villanova,2013,CAA,CAA
Virginia,2013,ACC,ACC
Virginia Tech,2013,ACC,ACC
Virginia Union,2013,Independent,Independent
Virginia University Of Lynchburg,2013,Independent,Independent
Wagner,2013,NEC,NEC
Wake Forest,2013,ACC,ACC
Warner University,2013,Independent,Independent
Washington,2013,Pac-12,Pac-12
Washington State,2013,Pac-12,Pac-12
Wayland Baptist,2013,Independent,Independent
Weber State,2013,Big Sky,Big Sky
Wesley College,2013,Independent,Independent
West Alabama,2013,Independent,Independent
West Liberty,2013,Independent,Independent
West Virginia,2013,Big 12,Big 12
West Virginia Wesleyan,2013,Independent,Independent
Western Carolina,2013,Southern,Southern
Western Colorado,2013,Independent,Independent
Western Illinois,2013,MVFC,MVFC
Western Kentucky,2013,Sun Belt,Sun Belt
Western Michigan,2013,Mid-American,Mid-American
Western New Mexico,2013,Independent,Independent
Western Oregon,2013,Independent,Independent
William & Mary,2013,CAA,CAA
William Jewell,2013,Independent,Independent
Wisconsin,2013,Big Ten,Big Ten
Wittenberg,2013,Independent,Independent
Wofford,2013,Southern,Southern
Wyoming,2013,Mountain West,Mountain West
Yale,2013,Ivy,Ivy
Youngstown State,2013,MVFC,MVFC
Abilene Christian,2014,Southland,Southland
Air Force,2014,Mountain West,Mountain West
Akron,2014,Mid-American,Mid-American
Alabama,2014,SEC,SEC
Alabama A&M,2014,SWAC,SWAC
Alabama State,2014,SWAC,SWAC
Alcorn State,2014,SWAC,SWAC
Alderson-Broaddus,2014,Independent,Independent
American International,2014,Northeast 10,Northeast 10
App State,2014,Sun Belt,Sun Belt
Arizona,2014,Pac-12,Pac-12
Arizona State,2014,Pac-12,Pac-12
Arkansas,2014,SEC,SEC
Arkansas State,2014,Sun Belt,Sun Belt
Arkansas Tech,2014,Great American,Great American
Arkansas-Pine Bluff,2014,SWAC,SWAC
Army,2014,Independent,Independent
Assumption,2014,Northeast 10,Northeast 10
Auburn,2014,SEC,SEC
Austin Peay,2014,OVC,OVC
Ave Maria University,2014,Independent,Independent
BLUEFIELD,2014,Independent,Independent
BYU,2014,Independent,Independent
Ball State,2014,Mid-American,Mid-American
Baylor,2014,Big 12,Big 12
Benedict College,2014,SIAC,SIAC
Bethune-Cookman,2014,MEAC,MEAC
Birmingham-Southern,2014,Southern Athletic,Southern Athletic
Black Hills State,2014,Rocky Mountain,Rocky Mountain
Boise State,2014,Mountain West,Mountain West
Boston College,2014,ACC,ACC
Bowie State,2014,CIAA,CIAA
Bowling Green,2014,Mid-American,Mid-American
Brevard College,2014,South Atlantic,South Atlantic
Brown,2014,Ivy,Ivy
Bryant,2014,NEC,NEC
Bucknell,2014,Patriot,Patriot
Buffalo,2014,Mid-American,Mid-American
Butler,2014,Pioneer,Pioneer
CSU Pueblo,2014,Rocky Mountain,Rocky Mountain
Cal Poly,2014,Big Sky,Big Sky
California,2014,Pac-12,Pac-12
Campbell,2014,Pioneer,Pioneer
Catawba,2014,South Atlantic,South Atlantic
Central Arkansas,2014,Southland,Southland
Central Connecticut,2014,NEC,NEC
Central Methodist,2014,Independent,Independent
Central Michigan,2014,Mid-American,Mid-American
Central State (OH),2014,SIAC,SIAC
Central Washington,2014,Great Northwest,Great Northwest
Chadron St,2014,Rocky Mountain,Rocky Mountain
Charleston Southern,2014,Big South,Big South
Charlotte,2014,Independent,Independent
Chattanooga,2014,Southern,Southern
Chowan,2014,CIAA,CIAA
Cincinnati,2014,American Athletic,American Athletic
Clarion,2014,Pennsylvania State Athletic,Pennsylvania State Athletic
Clemson,2014,ACC,ACC
Coastal Carolina,2014,Big South,Big South
Colgate,2014,Patriot,Patriot
Colorado,2014,Pac-12,Pac-12
Colorado State,2014,Mountain West,Mountain West
Columbia,2014,Ivy,Ivy
Concordia (AL),2014,Independent,Independent
Cornell,2014,Ivy,Ivy
Cumberland (TN),2014,Independent,Independent
Dartmouth,2014,Ivy,Ivy
Davidson,2014,Pioneer,Pioneer
Dayton,2014,Pioneer,Pioneer
Delaware,2014,CAA,CAA
Delaware State,2014,MEAC,MEAC
Des Moines,2014,Independent,Independent
Drake,2014,Pioneer,Pioneer
Duke,2014,ACC,ACC
Duquesne,2014,NEC,NEC
East Carolina,2014,American Athletic,American Athletic
Eastern Illinois,2014,OVC,OVC
Eastern Kentucky,2014,OVC,OVC
Eastern Michigan,2014,Mid-American,Mid-American
Eastern Washington,2014,Big Sky,Big Sky
Edward Waters,2014,SIAC,SIAC
Elizabeth City State,2014,CIAA,CIAA
Elon,2014,CAA,CAA
Florida,2014,SEC,SEC
Florida A&M,2014,MEAC,MEAC
Florida Atlantic,2014,Conference USA,Conference USA
Florida International,2014,Conference USA,Conference USA
Florida State,2014,ACC,ACC
Florida Tech,2014,Gulf South,Gulf South
Fordham,2014,Patriot,Patriot
Fort Lewis,2014,Rocky Mountain,Rocky Mountain
Fort Valley State,2014,SIAC,SIAC
Fresno State,2014,Mountain West,Mountain West
Furman,2014,Southern,Southern
Gardner-Webb,2014,Big South,Big South
Georgetown,2014,Patriot,Patriot
Georgia,2014,SEC,SEC
Georgia Southern,2014,Sun Belt,Sun Belt
Georgia State,2014,Sun Belt,Sun Belt
Georgia Tech,2014,ACC,ACC
Grambling,2014,SWAC,SWAC
Hampton,2014,MEAC,MEAC
Harvard,2014,Ivy,Ivy
Hawai'i,2014,Mountain West,Mountain West
Holy Cross,2014,Patriot,Patriot
Houston,2014,American Athletic,American Athletic
Houston Christian,2014,Southland,Southland
Howard,2014,MEAC,MEAC
Idaho,2014,Sun Belt,Sun Belt
Idaho State,2014,Big Sky,Big Sky
Illinois,2014,Big Ten,Big Ten
Illinois State,2014,MVFC,MVFC
Incarnate Word,2014,Southland,Southland
Indiana,2014,Big Ten,Big Ten
Indiana State,2014,MVFC,MVFC
Iowa,2014,Big Ten,Big Ten
Iowa State,2014,Big 12,Big 12
Jackson State,2014,SWAC,SWAC
Jacksonville,2014,Pioneer,Pioneer
Jacksonville State,2014,OVC,OVC
James Madison,2014,CAA,CAA
Johnson C Smith,2014,CIAA,CIAA
Kansas,2014,Big 12,Big 12
Kansas State,2014,Big 12,Big 12
Kent State,2014,Mid-American,Mid-American
Kentucky,2014,SEC,SEC
Kentucky Christian,2014,Independent,Independent
Kentucky Wesleyan,2014,Independent,Independent
LSU,2014,SEC,SEC
Lafayette,2014,Patriot,Patriot
Lamar,2014,Southland,Southland
Lehigh,2014,Patriot,Patriot
Liberty,2014,Big South,Big South
Limestone,2014,Independent,Independent
Louisiana,2014,Sun Belt,Sun Belt
Louisiana College,2014,American Southwest,American Southwest
Louisiana Tech,2014,Conference USA,Conference USA
Louisville,2014,ACC,ACC
Maine,2014,CAA,CAA
Marist,2014,Pioneer,Pioneer
Marshall,2014,Conference USA,Conference USA
Maryland,2014,Big Ten,Big Ten
Massachusetts,2014,Mid-American,Mid-American
McMurry,2014,Lone Star,Lone Star
McNeese,2014,Southland,Southland
Memphis,2014,American Athletic,American Athletic
Menlo,2014,Independent,Independent
Mercer,2014,Southern,Southern
Merrimack,2014,Northeast 10,Northeast 10
Miami,2014,ACC,ACC
Miami (OH),2014,Mid-American,Mid-American
Michigan,2014,Big Ten,Big Ten
Michigan State,2014,Big Ten,Big Ten
Middle Tennessee,2014,Conference USA,Conference USA
Miles College,2014,SIAC,SIAC
Minnesota,2014,Big Ten,Big Ten
Minnesota State Mankato,2014,Northern Sun,Northern Sun
Mississippi State,2014,SEC,SEC
Mississippi Valley State,2014,SWAC,SWAC
Missouri,2014,SEC,SEC
Missouri State,2014,MVFC,MVFC
Monmouth,2014,Big South,Big South
Montana,2014,Big Sky,Big Sky
Montana State,2014,Big Sky,Big Sky
Montana-Western,2014,Independent,Independent
Morehead State,2014,Pioneer,Pioneer
Morehouse College,2014,SIAC,SIAC
Morgan State,2014,MEAC,MEAC
Murray State,2014,OVC,OVC
NC State,2014,ACC,ACC
Navy,2014,Independent,Independent
Nebraska,2014,Big Ten,Big Ten
Nevada,2014,Mountain West,Mountain West
New Hampshire,2014,CAA,CAA
New Mexico,2014,Mountain West,Mountain West
New Mexico Highlands,2014,Rocky Mountain,Rocky Mountain
New Mexico State,2014,Sun Belt,Sun Belt
Newberry,2014,South Atlantic,South Atlantic
Nicholls,2014,Southland,Southland
Norfolk State,2014,MEAC,MEAC
North Carolina,2014,ACC,ACC
North Carolina A&T,2014,MEAC,MEAC
North Carolina Central,2014,MEAC,MEAC
North Dakota,2014,Big Sky,Big Sky
North Dakota State,2014,MVFC,MVFC
North Greenville,2014,Independent,Independent
North Texas,2014,Conference USA,Conference USA
Northern Arizona,2014,Big Sky,Big Sky
Northern Colorado,2014,Big Sky,Big Sky
Northern Illinois,2014,Mid-American,Mid-American
Northern Iowa,2014,MVFC,MVFC
Northwestern,2014,Big Ten,Big Ten
Northwestern State,2014,Southland,Southland
Notre Dame,2014,Independent,Independent
Ohio,2014,Mid-American,Mid-American
Ohio State,2014,Big Ten,Big Ten
Oklahoma,2014,Big 12,Big 12
Oklahoma State,2014,Big 12,Big 12
Old Dominion,2014,Conference USA,Conference USA
Ole Miss,2014,SEC,SEC
Oregon,2014,Pac-12,Pac-12
Oregon State,2014,Pac-12,Pac-12
Penn State,2014,Big Ten,Big Ten
Pennsylvania,2014,Ivy,Ivy
Pikeville,2014,Independent,Independent
Pittsburgh,2014,ACC,ACC
Point University,2014,Independent,Independent
Portland State,2014,Big Sky,Big Sky
Prairie View A&M,2014,SWAC,SWAC
Presbyterian,2014,Big South,Big South
Princeton,2014,Ivy,Ivy
Purdue,2014,Big Ten,Big Ten
Reinhardt University,2014,Independent,Independent
Rhode Island,2014,CAA,CAA
